Station,Line,Day,Hour,Minute,Riders
Bessarion,Line 4,sunday,24,0,79.5
Bloor-Yonge,Line 1,monday,0,0,1958.0375
Bloor-Yonge,Line 1,monday,1,0,979.01875
Bloor-Yonge,Line 1,monday,6,0,17230.73
Bloor-Yonge,Line 1,monday,7,0,25846.095
Bloor-Yonge,Line 1,monday,8,0,17230.73
Bloor-Yonge,Line 1,monday,9,0,5169.219
Bloor-Yonge,Line 1,monday,10,0,5169.219
Bloor-Yonge,Line 1,monday,11,0,5169.219
Bloor-Yonge,Line 1,monday,11,0,1958.0375
Bloor-Yonge,Line 1,monday,12,0,5169.219
Bloor-Yonge,Line 1,monday,13,0,5169.219
Bloor-Yonge,Line 1,monday,14,0,5169.219
Bloor-Yonge,Line 1,monday,15,0,14097.87
Bloor-Yonge,Line 1,monday,16,0,14097.87
Bloor-Yonge,Line 1,monday,17,0,10965.01
Bloor-Yonge,Line 1,monday,18,0,2036.359
Bloor-Yonge,Line 1,monday,19,0,2036.359
Bloor-Yonge,Line 1,monday,20,0,2193.002
Bloor-Yonge,Line 1,monday,21,0,1958.0375
Bloor-Yonge,Line 1,monday,22,0,1958.0375
Bloor-Yonge,Line 1,monday,23,0,1958.0375
Bloor-Yonge,Line 1,monday,24,0,1958.0375
Bloor-Yonge,Line 1,sunday,0,0,3916.075
Bloor-Yonge,Line 1,sunday,1,0,1958.0375
Bloor-Yonge,Line 1,sunday,8,0,11748.225
Bloor-Yonge,Line 1,sunday,9,0,11748.225
Bloor-Yonge,Line 1,sunday,10,0,11121.653
Bloor-Yonge,Line 1,sunday,11,0,11121.653
Bloor-Yonge,Line 1,sunday,11,0,3916.075
Bloor-Yonge,Line 1,sunday,12,0,11121.653
Bloor-Yonge,Line 1,sunday,13,0,11121.653
Bloor-Yonge,Line 1,sunday,14,0,11121.653
Bloor-Yonge,Line 1,sunday,15,0,11121.653
Bloor-Yonge,Line 1,sunday,16,0,11121.653
Bloor-Yonge,Line 1,sunday,17,0,11121.653
Bloor-Yonge,Line 1,sunday,18,0,13048.3619
Bloor-Yonge,Line 1,sunday,19,0,13048.3619
Bloor-Yonge,Line 1,sunday,20,0,13048.3619
Bloor-Yonge,Line 1,sunday,21,0,3916.075
Bloor-Yonge,Line 1,sunday,22,0,3916.075
Bloor-Yonge,Line 1,sunday,23,0,3916.075
Bloor-Yonge,Line 1,sunday,24,0,3916.075
Bloor-Yonge,Line 2,monday,0,0,1519.1375
Bloor-Yonge,Line 2,monday,1,0,759.56875
Bloor-Yonge,Line 2,monday,6,0,13368.41
Bloor-Yonge,Line 2,monday,7,0,20052.615
Bloor-Yonge,Line 2,monday,8,0,13368.41
Bloor-Yonge,Line 2,monday,9,0,4010.523
Bloor-Yonge,Line 2,monday,10,0,4010.523
Bloor-Yonge,Line 2,monday,11,0,4010.523
Bloor-Yonge,Line 2,monday,11,0,1519.1375
Bloor-Yonge,Line 2,monday,12,0,4010.523
Bloor-Yonge,Line 2,monday,13,0,4010.523
Bloor-Yonge,Line 2,monday,14,0,4010.523
Bloor-Yonge,Line 2,monday,15,0,10937.79
Bloor-Yonge,Line 2,monday,16,0,10937.79
Bloor-Yonge,Line 2,monday,17,0,8507.17
Bloor-Yonge,Line 2,monday,18,0,1579.903
Bloor-Yonge,Line 2,monday,19,0,1579.903
Bloor-Yonge,Line 2,monday,20,0,1701.434
Bloor-Yonge,Line 2,monday,21,0,1519.1375
Bloor-Yonge,Line 2,monday,22,0,1519.1375
Bloor-Yonge,Line 2,monday,23,0,1519.1375
Bloor-Yonge,Line 2,monday,24,0,1519.1375
Bloor-Yonge,Line 2,sunday,0,0,3038.275
Bloor-Yonge,Line 2,sunday,1,0,1519.1375
Bloor-Yonge,Line 2,sunday,8,0,9114.825
Bloor-Yonge,Line 2,sunday,9,0,9114.825
Bloor-Yonge,Line 2,sunday,10,0,8628.701
Bloor-Yonge,Line 2,sunday,11,0,8628.701
Bloor-Yonge,Line 2,sunday,11,0,3038.275
Bloor-Yonge,Line 2,sunday,12,0,8628.701
Bloor-Yonge,Line 2,sunday,13,0,8628.701
Bloor-Yonge,Line 2,sunday,14,0,8628.701
Bloor-Yonge,Line 2,sunday,15,0,8628.701
Bloor-Yonge,Line 2,sunday,16,0,8628.701
Bloor-Yonge,Line 2,sunday,17,0,8628.701
Bloor-Yonge,Line 2,sunday,18,0,10123.5323
Bloor-Yonge,Line 2,sunday,19,0,10123.5323
Bloor-Yonge,Line 2,sunday,20,0,10123.5323
Bloor-Yonge,Line 2,sunday,21,0,3038.275
Bloor-Yonge,Line 2,sunday,22,0,3038.275
Bloor-Yonge,Line 2,sunday,23,0,3038.275
Bloor-Yonge,Line 2,sunday,24,0,3038.275
Broadview,Line 2,monday,0,0,146.5
Broadview,Line 2,monday,1,0,73.25
Broadview,Line 2,monday,6,0,1289.2
Broadview,Line 2,monday,7,0,1933.8
Broadview,Line 2,monday,8,0,1289.2
Broadview,Line 2,monday,9,0,386.76
Broadview,Line 2,monday,10,0,386.76
Broadview,Line 2,monday,11,0,386.76
Broadview,Line 2,monday,11,0,146.5
Broadview,Line 2,monday,12,0,386.76
Broadview,Line 2,monday,13,0,386.76
Broadview,Line 2,monday,14,0,386.76
Broadview,Line 2,monday,15,0,1054.8
Broadview,Line 2,monday,16,0,1054.8
Broadview,Line 2,monday,17,0,820.4
Broadview,Line 2,monday,18,0,152.36
Broadview,Line 2,monday,19,0,152.36
Broadview,Line 2,monday,20,0,164.08
Broadview,Line 2,monday,21,0,146.5
Broadview,Line 2,monday,22,0,146.5
Broadview,Line 2,monday,23,0,146.5
Broadview,Line 2,monday,24,0,146.5
Broadview,Line 2,sunday,0,0,293
Broadview,Line 2,sunday,1,0,146.5
Broadview,Line 2,sunday,8,0,879
Broadview,Line 2,sunday,9,0,879
Broadview,Line 2,sunday,10,0,832.12
Broadview,Line 2,sunday,11,0,832.12
Broadview,Line 2,sunday,11,0,293
Broadview,Line 2,sunday,12,0,832.12
Broadview,Line 2,sunday,13,0,832.12
Broadview,Line 2,sunday,14,0,832.12
Broadview,Line 2,sunday,15,0,832.12
Broadview,Line 2,sunday,16,0,832.12
Broadview,Line 2,sunday,17,0,832.12
Broadview,Line 2,sunday,18,0,976.276
Broadview,Line 2,sunday,19,0,976.276
Broadview,Line 2,sunday,20,0,976.276
Broadview,Line 2,sunday,21,0,293
Broadview,Line 2,sunday,22,0,293
Broadview,Line 2,sunday,23,0,293
Broadview,Line 2,sunday,24,0,293
Castle Frank,Line 2,monday,0,0,111.7875
Castle Frank,Line 2,monday,1,0,55.89375
Castle Frank,Line 2,monday,6,0,983.73
Castle Frank,Line 2,monday,7,0,1475.595
Castle Frank,Line 2,monday,8,0,983.73
Castle Frank,Line 2,monday,9,0,295.119
Castle Frank,Line 2,monday,10,0,295.119
Castle Frank,Line 2,monday,11,0,295.119
Castle Frank,Line 2,monday,11,0,111.7875
Castle Frank,Line 2,monday,12,0,295.119
Castle Frank,Line 2,monday,13,0,295.119
Castle Frank,Line 2,monday,14,0,295.119
Castle Frank,Line 2,monday,15,0,804.87
Castle Frank,Line 2,monday,16,0,804.87
Castle Frank,Line 2,monday,17,0,626.01
Castle Frank,Line 2,monday,18,0,116.259
Castle Frank,Line 2,monday,19,0,116.259
Castle Frank,Line 2,monday,20,0,125.202
Castle Frank,Line 2,monday,21,0,111.7875
Castle Frank,Line 2,monday,22,0,111.7875
Castle Frank,Line 2,monday,23,0,111.7875
Castle Frank,Line 2,monday,24,0,111.7875
Castle Frank,Line 2,sunday,0,0,223.575
Castle Frank,Line 2,sunday,1,0,111.7875
Castle Frank,Line 2,sunday,8,0,670.725
Castle Frank,Line 2,sunday,9,0,670.725
Castle Frank,Line 2,sunday,10,0,634.953
Castle Frank,Line 2,sunday,11,0,634.953
Castle Frank,Line 2,sunday,11,0,223.575
Castle Frank,Line 2,sunday,12,0,634.953
Castle Frank,Line 2,sunday,13,0,634.953
Castle Frank,Line 2,sunday,14,0,634.953
Castle Frank,Line 2,sunday,15,0,634.953
Castle Frank,Line 2,sunday,16,0,634.953
Castle Frank,Line 2,sunday,17,0,634.953
Castle Frank,Line 2,sunday,18,0,744.9519
Castle Frank,Line 2,sunday,19,0,744.9519
Castle Frank,Line 2,sunday,20,0,744.9519
Castle Frank,Line 2,sunday,21,0,223.575
Castle Frank,Line 2,sunday,22,0,223.575
Castle Frank,Line 2,sunday,23,0,223.575
Castle Frank,Line 2,sunday,24,0,223.575
Chester,Line 2,monday,0,0,77.4625
Chester,Line 2,monday,1,0,38.73125
Chester,Line 2,monday,6,0,681.67
Chester,Line 2,monday,7,0,1022.505
Chester,Line 2,monday,8,0,681.67
Chester,Line 2,monday,9,0,204.501
Chester,Line 2,monday,10,0,204.501
Chester,Line 2,monday,11,0,204.501
Chester,Line 2,monday,11,0,77.4625
Chester,Line 2,monday,12,0,204.501
Chester,Line 2,monday,13,0,204.501
Chester,Line 2,monday,14,0,204.501
Chester,Line 2,monday,15,0,557.73
Chester,Line 2,monday,16,0,557.73
Chester,Line 2,monday,17,0,433.79
Chester,Line 2,monday,18,0,80.561
Chester,Line 2,monday,19,0,80.561
Chester,Line 2,monday,20,0,86.758
Chester,Line 2,monday,21,0,77.4625
Chester,Line 2,monday,22,0,77.4625
Chester,Line 2,monday,23,0,77.4625
Chester,Line 2,monday,24,0,77.4625
Chester,Line 2,sunday,0,0,154.925
Chester,Line 2,sunday,1,0,77.4625
Chester,Line 2,sunday,8,0,464.775
Chester,Line 2,sunday,9,0,464.775
Chester,Line 2,sunday,10,0,439.987
Chester,Line 2,sunday,11,0,439.987
Chester,Line 2,sunday,11,0,154.925
Chester,Line 2,sunday,12,0,439.987
Chester,Line 2,sunday,13,0,439.987
Chester,Line 2,sunday,14,0,439.987
Chester,Line 2,sunday,15,0,439.987
Chester,Line 2,sunday,16,0,439.987
Chester,Line 2,sunday,17,0,439.987
Chester,Line 2,sunday,18,0,516.2101
Chester,Line 2,sunday,19,0,516.2101
Chester,Line 2,sunday,20,0,516.2101
Chester,Line 2,sunday,21,0,154.925
Chester,Line 2,sunday,22,0,154.925
Chester,Line 2,sunday,23,0,154.925
Chester,Line 2,sunday,24,0,154.925
Christie,Line 2,monday,0,0,142.5875
Christie,Line 2,monday,1,0,71.29375
Christie,Line 2,monday,6,0,1254.77
Christie,Line 2,monday,7,0,1882.155
Christie,Line 2,monday,8,0,1254.77
Christie,Line 2,monday,9,0,376.431
Christie,Line 2,monday,10,0,376.431
Christie,Line 2,monday,11,0,376.431
Christie,Line 2,monday,11,0,142.5875
Christie,Line 2,monday,12,0,376.431
Christie,Line 2,monday,13,0,376.431
Christie,Line 2,monday,14,0,376.431
Christie,Line 2,monday,15,0,1026.63
Christie,Line 2,monday,16,0,1026.63
Christie,Line 2,monday,17,0,798.49
Christie,Line 2,monday,18,0,148.291
Christie,Line 2,monday,19,0,148.291
Christie,Line 2,monday,20,0,159.698
Christie,Line 2,monday,21,0,142.5875
Christie,Line 2,monday,22,0,142.5875
Christie,Line 2,monday,23,0,142.5875
Christie,Line 2,monday,24,0,142.5875
Christie,Line 2,sunday,0,0,285.175
Christie,Line 2,sunday,1,0,142.5875
Christie,Line 2,sunday,8,0,855.525
Christie,Line 2,sunday,9,0,855.525
Christie,Line 2,sunday,10,0,809.897
Christie,Line 2,sunday,11,0,809.897
Christie,Line 2,sunday,11,0,285.175
Christie,Line 2,sunday,12,0,809.897
Christie,Line 2,sunday,13,0,809.897
Christie,Line 2,sunday,14,0,809.897
Christie,Line 2,sunday,15,0,809.897
Christie,Line 2,sunday,16,0,809.897
Christie,Line 2,sunday,17,0,809.897
Christie,Line 2,sunday,18,0,950.2031
Christie,Line 2,sunday,19,0,950.2031
Christie,Line 2,sunday,20,0,950.2031
Christie,Line 2,sunday,21,0,285.175
Christie,Line 2,sunday,22,0,285.175
Christie,Line 2,sunday,23,0,285.175
Christie,Line 2,sunday,24,0,285.175
College,Line 1,monday,0,0,489.2125
College,Line 1,monday,1,0,244.60625
College,Line 1,monday,6,0,4305.07
College,Line 1,monday,7,0,6457.605
College,Line 1,monday,8,0,4305.07
College,Line 1,monday,9,0,1291.521
College,Line 1,monday,10,0,1291.521
College,Line 1,monday,11,0,1291.521
College,Line 1,monday,11,0,489.2125
College,Line 1,monday,12,0,1291.521
College,Line 1,monday,13,0,1291.521
College,Line 1,monday,14,0,1291.521
College,Line 1,monday,15,0,3522.33
College,Line 1,monday,16,0,3522.33
College,Line 1,monday,17,0,2739.59
College,Line 1,monday,18,0,508.781
College,Line 1,monday,19,0,508.781
College,Line 1,monday,20,0,547.918
College,Line 1,monday,21,0,489.2125
College,Line 1,monday,22,0,489.2125
College,Line 1,monday,23,0,489.2125
College,Line 1,monday,24,0,489.2125
College,Line 1,sunday,0,0,978.425
College,Line 1,sunday,1,0,489.2125
College,Line 1,sunday,8,0,2935.275
College,Line 1,sunday,9,0,2935.275
College,Line 1,sunday,10,0,2778.727
College,Line 1,sunday,11,0,2778.727
College,Line 1,sunday,11,0,978.425
College,Line 1,sunday,12,0,2778.727
College,Line 1,sunday,13,0,2778.727
College,Line 1,sunday,14,0,2778.727
College,Line 1,sunday,15,0,2778.727
College,Line 1,sunday,16,0,2778.727
College,Line 1,sunday,17,0,2778.727
College,Line 1,sunday,18,0,3260.1121
College,Line 1,sunday,19,0,3260.1121
College,Line 1,sunday,20,0,3260.1121
College,Line 1,sunday,21,0,978.425
College,Line 1,sunday,22,0,978.425
College,Line 1,sunday,23,0,978.425
College,Line 1,sunday,24,0,978.425
Coxwell,Line 2,monday,0,0,168.125
Coxwell,Line 2,monday,1,0,84.0625
Coxwell,Line 2,monday,6,0,1479.5
Coxwell,Line 2,monday,7,0,2219.25
Coxwell,Line 2,monday,8,0,1479.5
Coxwell,Line 2,monday,9,0,443.85
Coxwell,Line 2,monday,10,0,443.85
Coxwell,Line 2,monday,11,0,443.85
Coxwell,Line 2,monday,11,0,168.125
Coxwell,Line 2,monday,12,0,443.85
Coxwell,Line 2,monday,13,0,443.85
Coxwell,Line 2,monday,14,0,443.85
Coxwell,Line 2,monday,15,0,1210.5
Coxwell,Line 2,monday,16,0,1210.5
Coxwell,Line 2,monday,17,0,941.5
Coxwell,Line 2,monday,18,0,174.85
Coxwell,Line 2,monday,19,0,174.85
Coxwell,Line 2,monday,20,0,188.3
Coxwell,Line 2,monday,21,0,168.125
Coxwell,Line 2,monday,22,0,168.125
Coxwell,Line 2,monday,23,0,168.125
Coxwell,Line 2,monday,24,0,168.125
Coxwell,Line 2,sunday,0,0,336.25
Coxwell,Line 2,sunday,1,0,168.125
Coxwell,Line 2,sunday,8,0,1008.75
Coxwell,Line 2,sunday,9,0,1008.75
Coxwell,Line 2,sunday,10,0,954.95
Coxwell,Line 2,sunday,11,0,954.95
Coxwell,Line 2,sunday,11,0,336.25
Coxwell,Line 2,sunday,12,0,954.95
Coxwell,Line 2,sunday,13,0,954.95
Coxwell,Line 2,sunday,14,0,954.95
Coxwell,Line 2,sunday,15,0,954.95
Coxwell,Line 2,sunday,16,0,954.95
Coxwell,Line 2,sunday,17,0,954.95
Coxwell,Line 2,sunday,18,0,1120.385
Coxwell,Line 2,sunday,19,0,1120.385
Coxwell,Line 2,sunday,20,0,1120.385
Coxwell,Line 2,sunday,21,0,336.25
Coxwell,Line 2,sunday,22,0,336.25
Coxwell,Line 2,sunday,23,0,336.25
Coxwell,Line 2,sunday,24,0,336.25
Davisville,Line 1,monday,0,0,198.7875
Davisville,Line 1,monday,1,0,99.39375
Davisville,Line 1,monday,6,0,1749.33
Davisville,Line 1,monday,7,0,2623.995
Davisville,Line 1,monday,8,0,1749.33
Davisville,Line 1,monday,9,0,524.799
Davisville,Line 1,monday,10,0,524.799
Davisville,Line 1,monday,11,0,524.799
Davisville,Line 1,monday,11,0,198.7875
Davisville,Line 1,monday,12,0,524.799
Davisville,Line 1,monday,13,0,524.799
Davisville,Line 1,monday,14,0,524.799
Davisville,Line 1,monday,15,0,1431.27
Davisville,Line 1,monday,16,0,1431.27
Davisville,Line 1,monday,17,0,1113.21
Davisville,Line 1,monday,18,0,206.739
Davisville,Line 1,monday,19,0,206.739
Davisville,Line 1,monday,20,0,222.642
Davisville,Line 1,monday,21,0,198.7875
Davisville,Line 1,monday,22,0,198.7875
Davisville,Line 1,monday,23,0,198.7875
Davisville,Line 1,monday,24,0,198.7875
Davisville,Line 1,sunday,0,0,397.575
Davisville,Line 1,sunday,1,0,198.7875
Davisville,Line 1,sunday,8,0,1192.725
Davisville,Line 1,sunday,9,0,1192.725
Davisville,Line 1,sunday,10,0,1129.113
Davisville,Line 1,sunday,11,0,1129.113
Davisville,Line 1,sunday,11,0,397.575
Davisville,Line 1,sunday,12,0,1129.113
Davisville,Line 1,sunday,13,0,1129.113
Davisville,Line 1,sunday,14,0,1129.113
Davisville,Line 1,sunday,15,0,1129.113
Davisville,Line 1,sunday,16,0,1129.113
Davisville,Line 1,sunday,17,0,1129.113
Davisville,Line 1,sunday,18,0,1324.7199
Davisville,Line 1,sunday,19,0,1324.7199
Davisville,Line 1,sunday,20,0,1324.7199
Davisville,Line 1,sunday,21,0,397.575
Davisville,Line 1,sunday,22,0,397.575
Davisville,Line 1,sunday,23,0,397.575
Davisville,Line 1,sunday,24,0,397.575
Don Mills,Line 4,monday,0,0,358.8625
Don Mills,Line 4,monday,1,0,179.43125
Don Mills,Line 4,monday,6,0,3157.99
Don Mills,Line 4,monday,7,0,4736.985
Don Mills,Line 4,monday,8,0,3157.99
Don Mills,Line 4,monday,9,0,947.397
Don Mills,Line 4,monday,10,0,947.397
Don Mills,Line 4,monday,11,0,947.397
Don Mills,Line 4,monday,11,0,358.8625
Don Mills,Line 4,monday,12,0,947.397
Don Mills,Line 4,monday,13,0,947.397
Don Mills,Line 4,monday,14,0,947.397
Don Mills,Line 4,monday,15,0,2583.81
Don Mills,Line 4,monday,16,0,2583.81
Don Mills,Line 4,monday,17,0,2009.63
Don Mills,Line 4,monday,18,0,373.217
Don Mills,Line 4,monday,19,0,373.217
Don Mills,Line 4,monday,20,0,401.926
Don Mills,Line 4,monday,21,0,358.8625
Don Mills,Line 4,monday,22,0,358.8625
Don Mills,Line 4,monday,23,0,358.8625
Don Mills,Line 4,monday,24,0,358.8625
Don Mills,Line 4,sunday,0,0,717.725
Don Mills,Line 4,sunday,1,0,358.8625
Don Mills,Line 4,sunday,8,0,2153.175
Don Mills,Line 4,sunday,9,0,2153.175
Don Mills,Line 4,sunday,10,0,2038.339
Don Mills,Line 4,sunday,11,0,2038.339
Don Mills,Line 4,sunday,11,0,717.725
Don Mills,Line 4,sunday,12,0,2038.339
Don Mills,Line 4,sunday,13,0,2038.339
Don Mills,Line 4,sunday,14,0,2038.339
Don Mills,Line 4,sunday,15,0,2038.339
Don Mills,Line 4,sunday,16,0,2038.339
Don Mills,Line 4,sunday,17,0,2038.339
Don Mills,Line 4,sunday,18,0,2391.4597
Don Mills,Line 4,sunday,19,0,2391.4597
Don Mills,Line 4,sunday,20,0,2391.4597
Don Mills,Line 4,sunday,21,0,717.725
Don Mills,Line 4,sunday,22,0,717.725
Don Mills,Line 4,sunday,23,0,717.725
Don Mills,Line 4,sunday,24,0,717.725
Donlands,Line 2,monday,0,0,78.9625
Donlands,Line 2,monday,1,0,39.48125
Donlands,Line 2,monday,6,0,694.87
Donlands,Line 2,monday,7,0,1042.305
Donlands,Line 2,monday,8,0,694.87
Donlands,Line 2,monday,9,0,208.461
Donlands,Line 2,monday,10,0,208.461
Donlands,Line 2,monday,11,0,208.461
Donlands,Line 2,monday,11,0,78.9625
Donlands,Line 2,monday,12,0,208.461
Donlands,Line 2,monday,13,0,208.461
Donlands,Line 2,monday,14,0,208.461
Donlands,Line 2,monday,15,0,568.53
Donlands,Line 2,monday,16,0,568.53
Donlands,Line 2,monday,17,0,442.19
Donlands,Line 2,monday,18,0,82.121
Donlands,Line 2,monday,19,0,82.121
Donlands,Line 2,monday,20,0,88.438
Donlands,Line 2,monday,21,0,78.9625
Donlands,Line 2,monday,22,0,78.9625
Donlands,Line 2,monday,23,0,78.9625
Donlands,Line 2,monday,24,0,78.9625
Donlands,Line 2,sunday,0,0,157.925
Donlands,Line 2,sunday,1,0,78.9625
Donlands,Line 2,sunday,8,0,473.775
Donlands,Line 2,sunday,9,0,473.775
Donlands,Line 2,sunday,10,0,448.507
Donlands,Line 2,sunday,11,0,448.507
